budget,median_random_fill_distance_approx,passes,regular_fill_distance_approx,regular_to_median_random_ratio,seed,threshold
49,0.21213607266923434,True,0.08333333333333331,0.39282962244364666,1732,0.75
49,0.21774999292351055,True,0.08333333333333331,0.38270188767632235,2236,0.75
49,0.20979955038463993,True,0.08333333333333331,0.3972045372859598,2645,0.75
49,0.2084016952037928,True,0.08333333333333331,0.39986878826414024,3162,0.75
49,0.2122081380618671,True,0.08333333333333331,0.39269621841287883,3741,0.75
